,business_id,name,address,state,city,stars,postal_code,latitude,longitude,review_count,attributes,categories,hours,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsAttire,RestaurantsPriceRange2,RestaurantsReservations,NoiseLevel,HasTV,BikeParking,RestaurantsDelivery,GoodForKids,OutdoorSeating,RestaurantsTableService,RestaurantsGoodForGroups,WiFi,Ambience,DogsAllowed,BusinessAcceptsBitcoin,Alcohol,WheelchairAccessible,Caters,GoodForMeal,BusinessParking,BYOBCorkage,HappyHour,BYOB,DriveThru,ByAppointmentOnly,Corkage,Smoking,GoodForDancing,Music,BestNights,CoatCheck,RestaurantsCounterService,DietaryRestrictions,Open24Hours,garage,street,validated,lot,valet
14238,SukIwo6kF5gfW-ou3VxTaQ,Birdhouse BBQ,2020 E Cesar Chavez St,TX,Austin,4.0,78702,30.2566819,-97.7227083,10,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Barbeque, Restaurants","{'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",True,True,u'casual',2,False,u'average',True,,,True,True,False,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,u'full_bar',,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,False,False,False
14300,U-NDfSA7d8ioCHH8CjTGGQ,Curbside Grill,7875 SE 13th Ave,OR,Portland,4.5,97202,45.4672638,-122.6530623,26,"{'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False'}","Food Stands, Barbeque, Restaurants",,True,True,u'casual',1,False,u'quiet',False,,True,True,True,,True,,,,,u'none',,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,True,False,False,False
14887,y5MLZak3tLfiotCHY503bA,Ray's Bar-B-Q,6301 Monsanto Dr,TX,Austin,3.5,78741,30.238828,-97.694365,19,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1'}","Barbeque, Restaurants","{'Monday': '10:30-15:0', 'Tuesday': '10:30-15:0', 'Wednesday': '10:30-15:0', 'Thursday': '10:30-15:0', 'Friday': '10:30-15:0'}",True,True,u'casual',1,False,,,,False,True,True,,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'none',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
15360,QjI1Jo3z61s7_qiwZ1U_yw,Art's Southern Style Smokehouse BBQ,"155 Cranes Roost Blvd, Ste 1150",FL,Altamonte Springs,3.0,32701,28.6650138,-81.3841938,22,"{'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}","Barbeque, Restaurants",,True,True,u'casual',2,False,u'average',True,,False,True,False,,True,u'no',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'none',,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
15400,NbanK-0BBOTCLYz_DJgK4g,Willie's Catering BBQ and Burgers,11606 Fm 1826,TX,Austin,4.5,78737,30.1942226,-97.9243678,20,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True'}","Barbeque, Burgers, Restaurants, Food Trucks, Street Vendors, Food",,True,False,'casual',1,False,,True,True,False,True,True,,False,u'no',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'none',,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
15852,SHBQgwwWjALn5nGnfXM6Jg,Happy's Pizza,3650 East Main St,OH,Whitehall,3.0,43213,39.956775,-82.900292,27,"{'OutdoorSeating': 'False', 'GoodForKids': 'True', 'WiFi': ""'no'"", 'NoiseLevel': ""'average'"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Pizza, Barbeque, American (Traditional), Chicken Wings, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '11:0-0:0'}",True,True,'casual',2,False,'average',False,True,True,True,False,,False,'no',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'none',,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,,,,
15869,pod-xPN_L-PPFryRWQ4Rjw,The Meat Up,3850 No 3 Road,BC,Richmond,2.5,V6X 2C1,49.18735119,-123.1331915,7,"{'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Restaurants, Barbeque, Chinese","{'Monday': '17:0-2:0', 'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-2:0'}",True,,,,,,,,True,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,False,False,False
16026,BSWuysvusZL8-vjY85aTTQ,King Skewer,"5150 Buford Hwy NE, Ste B199-1",GA,Doraville,3.5,30340,33.89327414,-84.28582732,37,"{'RestaurantsDelivery': 'False', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'BusinessParking': 'None', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True'}","Chinese, Restaurants, Barbeque","{'Monday': '15:0-1:0', 'Tuesday': '15:0-1:0', 'Thursday': '15:0-1:0', 'Friday': '15:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-1:0'}",,True,,,True,,True,,False,,,,False,u'free',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,,,,
16219,mfZJhnpeZsOSbJ09XQfcBQ,Sonny's BBQ,1024 Saxon Blvd.,FL,Orange City,3.0,32763,28.9106485,-81.2840138,41,"{'HasTV': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'WiFi': ""'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True'}","Barbeque, Restaurants, Event Planning & Services, Caterers, American (New)","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}",True,True,u'casual',2,False,'average',True,False,True,True,False,True,True,'free',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'beer_and_wine',,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,True,,,,,,,,,,,False,False,False,False,False
16269,Z8SHbaXJbeqkw2E2h7cVeA,Mustard Seed BBQ,826 Westmont Rd SW,GA,Atlanta,4.0,30311,33.732796,-84.4370914,6,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'DogsAllowed': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Barbeque, Restaurants","{'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0'}",True,True,,,False,,True,True,True,,False,False,,u'free',,False,False,u'none',True,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
16342,dj5NpgqTrn3nU5ZzOG9TmA,House of BBQ & Blues,724 Parsons Ave,OH,Columbus,5.0,43206,39.948958,-82.982237,17,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False'}","Food, Barbeque, Restaurants, Food Trucks","{'Tuesday': '11:30-18:0', 'Wednesday': '11:30-18:0', 'Thursday': '11:30-18:0', 'Friday': '11:30-18:0', 'Saturday': '11:30-18:0'}",True,True,u'casual',2,False,u'average',False,True,True,True,True,False,True,u'no',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'none',,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
16550,OLwPug5i1n3Dc2WneOuwqw,Hands of a Craftsman,,FL,Orlando,5.0,32803,28.5542151,-81.3454417,10,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'DogsAllowed': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Restaurants, Barbeque, Street Vendors, Food, Event Planning & Services, Food Trucks, Caterers",{'Saturday': '16:0-0:0'},True,True,,2,False,,False,True,False,True,False,False,True,u'no',,True,False,u'none',True,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,True,False,True,False
16635,7B9dJn1uWTv9QPnFcDwaXw,Sweet Cheeks Q,1381 Boylston St,MA,Boston,3.5,2215,42.343898,-71.101103,1543,"{'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'no'"", 'HappyHour': 'False', 'CoatCheck': 'False', 'OutdoorSeating': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'None'}","Barbeque, Bars, Southern, Restaurants, Nightlife","{'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '16:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}",True,True,u'casual',2,True,u'loud',True,True,None,True,True,True,True,u'no',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",,,u'full_bar',,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,False,,,,,u'no',False,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",False,,,,False,True,False,True,False
16740,qIRto87bd27Sc4jIIM8PFw,Marquam Hill Pub,3460 SW US Veterans Hospital Rd,OR,Portland,4.0,97239,45.4977251,-122.6891807,12,"{'NoiseLevel': ""u'average'"", 'Caters': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': True, 'upscale': None, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True'}","Sandwiches, American (Traditional), Restaurants, Nightlife, Salad, Pubs, Barbeque, Burgers, Bars, Cafes, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0'}",True,True,u'casual',,True,u'average',True,True,False,True,True,False,True,u'free',"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': True, 'upscale': None, 'classy': True, 'casual': True}",False,,u'full_bar',True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,True,,,,,,,,,,,,,True,True,False,True,False
16801,6vjSfouvB1gxZumlzsnQSA,Summit Cafeteria,"30 Marietta St NW, Ste E",GA,Atlanta,2.5,30303,33.7547176,-84.3914096,9,"{'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Barbeque, American (Traditional)","{'Monday': '5:30-19:0', 'Tuesday': '5:30-19:0', 'Wednesday': '5:30-19:0', 'Thursday': '5:30-19:0', 'Friday': '5:30-19:0', 'Saturday': '5:30-18:0'}",True,True,'casual',1,False,u'average',True,False,False,True,False,,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,False,False,False
16853,yfwsmi5EajL3VYMLbSL4cQ,Panhandler's Pizza,"5401 F M 1626, Unit 810",TX,Kyle,2.5,78640,30.0165008,-97.8642901,10,"{'HasTV': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Pizza, Barbeque",,True,True,u'casual',2,False,u'average',True,,True,True,False,,True,u'no',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'beer_and_wine',,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,False,False,False
16867,Fj9W453kyyqhWHx_kCRV2w,LongHorn Steakhouse,8181 International Dr,FL,Orlando,4.0,32819,28.4467671,-81.4705088,133,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""'average'"", 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': None}"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': False, 'lot': True, 'valet': False}""}","Barbeque, American (Traditional), Steakhouses, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '11:0-20:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",True,True,'casual',2,True,'average',True,True,False,True,True,True,True,u'free',"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",False,,'full_bar',True,False,"{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': None}","{'garage': None, 'street': None, 'validated': False, 'lot': True, 'valet': False}",,True,,,,,,,,,,,,,,,False,True,False
17016,JoyzllPhUy-j1QrhKr8dIA,Fill Belly's,3381 Washington St,MA,Jamaica Plain,4.0,2130,42.3087443,-71.10533953,16,"{'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'Caters': 'True'}","Southern, Barbeque, Burgers, Restaurants, Soul Food, Food","{'Tuesday': '14:0-21:0', 'Wednesday': '14:0-21:0', 'Thursday': '14:0-21:0', 'Friday': '14:0-21:0', 'Saturday': '14:0-21:0'}",True,True,u'casual',1,False,u'quiet',False,,True,True,False,,True,u'no',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'none',,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,True,False,False,False
